"","teams","opp","date","opener.odds","opener.juice","pinn.odds","pinn.juice","opener","totals","totalsjuice"
"3413","Los Angeles","New Orleans",2016-11-27,6.5,-105,7.5,-113,45.5,46,-100
"3414","New Orleans","Los Angeles",2016-11-27,-6.5,-115,-7.5,102,45.5,46,-110
"3415","N.Y. Giants","Cleveland",2016-11-27,-7,100,-6.5,-105,44.5,47,-107
"3416","Cleveland","N.Y. Giants",2016-11-27,7,-120,6.5,-105,44.5,47,-103
"3417","Seattle","Tampa Bay",2016-11-27,-5.5,-115,-5,-100,44.5,46,-105
"3418","Tampa Bay","Seattle",2016-11-27,5.5,-105,5,-110,44.5,46,-105
"3419","New England","N.Y. Jets",2016-11-27,-8.5,-115,-9,-100,47,48,-106
"3420","N.Y. Jets","New England",2016-11-27,8.5,-105,9,-110,47,48,-104
"3421","Carolina","Oakland",2016-11-27,4,-110,3.5,-123,48,48.5,106
"3422","Oakland","Carolina",2016-11-27,-4,-110,-3.5,111,48,48.5,-117
"3423","Kansas City","Denver",2016-11-27,3.5,-110,3.5,-113,40,40,100
"3424","Denver","Kansas City",2016-11-27,-3.5,-110,-3.5,102,40,40,-110
"3425","Green Bay","Philadelphia",2016-11-28,3,100,4,-105,47,47,-105
"3426","Philadelphia","Green Bay",2016-11-28,-3,-120,-4,-105,47,47,-105
"3427","Dallas","Minnesota",2016-12-01,-2.5,-110,-3,-100,43.5,43.5,102
"3428","Minnesota","Dallas",2016-12-01,2.5,-110,3,-110,43.5,43.5,-113
"3429","Kansas City","Atlanta",2016-12-04,4,-110,5,-104,49,50,-107
"3430","Atlanta","Kansas City",2016-12-04,-4,-110,-5,-106,49,50,-103
"3431","Los Angeles","New England",2016-12-04,13.5,-110,13,-102,45.5,44.5,-102
"3432","New England","Los Angeles",2016-12-04,-13.5,-110,-13,-108,45.5,44.5,-108
"3433","Philadelphia","Cincinnati",2016-12-04,0,-110,1,-100,41.5,42,-102
"3434","Cincinnati","Philadelphia",2016-12-04,0,-110,-1,-110,41.5,42,-108
"3435","Miami","Baltimore",2016-12-04,3,-110,3.5,-113,41.5,41.5,102
"3436","Baltimore","Miami",2016-12-04,-3,-110,-3.5,102,41.5,41.5,-113
"3437","Denver","Jacksonville",2016-12-04,-4.5,-110,-3.5,-102,43,39,-102
"3438","Jacksonville","Denver",2016-12-04,4.5,-110,3.5,-108,43,39,-108
"3439","Detroit","New Orleans",2016-12-04,4.5,-110,6.5,-102,53.5,53,-113
"3440","New Orleans","Detroit",2016-12-04,-4.5,-110,-6.5,-108,53.5,53,102
"3441","San Francisco","Chicago",2016-12-04,3,-110,NA,-110,42.5,44,-102
"3442","Chicago","San Francisco",2016-12-04,-3,-110,NA,-110,42.5,44,-108
"3443","Houston","Green Bay",2016-12-04,4.5,-110,7,-106,46.5,44.5,-100
"3444","Green Bay","Houston",2016-12-04,-4.5,-110,-7,-104,46.5,44.5,-110
"3445","Buffalo","Oakland",2016-12-04,3,100,3,-115,49,48.5,-105
"3446","Oakland","Buffalo",2016-12-04,-3,-120,-3,104,49,48.5,-105
"3447","Washington","Arizona",2016-12-04,2.5,-110,2.5,-101,49,48.5,-102
"3448","Arizona","Washington",2016-12-04,-2.5,-110,-2.5,-109,49,48.5,-108
"3449","Tampa Bay","San Diego",2016-12-04,4.5,-110,3.5,-113,46.5,49,-101
"3450","San Diego","Tampa Bay",2016-12-04,-4.5,-110,-3.5,102,46.5,49,-109
"3451","N.Y. Giants","Pittsburgh",2016-12-04,5.5,-110,7,-105,50,49.5,-105
"3452","Pittsburgh","N.Y. Giants",2016-12-04,-5.5,-110,-7,-105,50,49.5,-105
"3453","Carolina","Seattle",2016-12-04,6.5,-110,8.5,104,45,44,-104
"3454","Seattle","Carolina",2016-12-04,-6.5,-110,-8.5,-115,45,44,-106
"3455","Indianapolis","N.Y. Jets",2016-12-05,0,-110,1,102,49.5,48.5,-113
"3456","N.Y. Jets","Indianapolis",2016-12-05,0,-110,-1,-113,49.5,48.5,102
"3457","Oakland","Kansas City",2016-12-08,3,-105,3.5,103,47.5,46,-102
"3458","Kansas City","Oakland",2016-12-08,-3,-115,-3.5,-114,47.5,46,-108
"3459","Denver","Tennessee",2016-12-11,1.5,-110,2,-100,43.5,44,101
"3460","Tennessee","Denver",2016-12-11,-1.5,-110,-2,-110,43.5,44,-111
"3461","Cincinnati","Cleveland",2016-12-11,-4,-113,-4,102,43,42,108
"3462","Cleveland","Cincinnati",2016-12-11,4,-107,4,-113,43,42,-119
"3463","Minnesota","Jacksonville",2016-12-11,-3,-115,-3,-120,40,38,-102
"3464","Jacksonville","Minnesota",2016-12-11,3,-105,3,109,40,38,-108
"3465","Arizona","Miami",2016-12-11,2.5,-113,-2,-105,43.5,44,-105
"3466","Miami","Arizona",2016-12-11,-2.5,-107,2,-105,43.5,44,-105
"3467","Houston","Indianapolis",2016-12-11,6.5,-110,6.5,-107,47,47.5,-105
"3468","Indianapolis","Houston",2016-12-11,-6.5,-110,-6.5,-103,47,47.5,-105
"3469","Washington","Philadelphia",2016-12-11,0,-110,-1.5,-108,46.5,48.5,-105
"3470","Philadelphia","Washington",2016-12-11,0,-110,1.5,-102,46.5,48.5,-105
"3471","Pittsburgh","Buffalo",2016-12-11,-2,-115,-1,-108,47.5,45.5,-110
"3472","Buffalo","Pittsburgh",2016-12-11,2,-105,1,-102,47.5,45.5,100
"3473","San Diego","Carolina",2016-12-11,1.5,-110,1,-105,49.5,48.5,-102
"3474","Carolina","San Diego",2016-12-11,-1.5,-110,-1,-105,49.5,48.5,-108
"3475","Chicago","Detroit",2016-12-11,7.5,-110,7.5,-123,43.5,42,-108
"3476","Detroit","Chicago",2016-12-11,-7.5,-110,-7.5,111,43.5,42,-102
"3477","N.Y. Jets","San Francisco",2016-12-11,1,-110,3,-117,45,42.5,-116
"3478","San Francisco","N.Y. Jets",2016-12-11,-1,-110,-3,106,45,42.5,105
"3479","New Orleans","Tampa Bay",2016-12-11,2.5,105,2,-100,51,52,-105
"3480","Tampa Bay","New Orleans",2016-12-11,-2.5,-125,-2,-110,51,52,-105
"3481","Seattle","Green Bay",2016-12-11,-2.5,-110,-3,104,46.5,47,-115
"3482","Green Bay","Seattle",2016-12-11,2.5,-110,3,-115,46.5,47,104
"3483","Atlanta","Los Angeles",2016-12-11,-5,-110,-4.5,-100,46,44,104
"3484","Los Angeles","Atlanta",2016-12-11,5,-110,4.5,-110,46,44,-115
"3485","Dallas","N.Y. Giants",2016-12-11,-3,-110,-3.5,-107,47.5,47,-110
"3486","N.Y. Giants","Dallas",2016-12-11,3,-110,3.5,-103,47.5,47,-100
"3487","Baltimore","New England",2016-12-12,8,-115,6,-110,44.5,45.5,-108
"3488","New England","Baltimore",2016-12-12,-8,-105,-6,-100,44.5,45.5,-102
"3489","Los Angeles","Seattle",2016-12-15,13,-110,15,106,40,39.5,-104
"3490","Seattle","Los Angeles",2016-12-15,-13,-110,-15,-117,40,39.5,-106
"3491","Miami","N.Y. Jets",2016-12-17,-2.5,-110,-2.5,-116,40.5,40,-115
"3492","N.Y. Jets","Miami",2016-12-17,2.5,-110,2.5,105,40.5,40,104
"3493","Philadelphia","Baltimore",2016-12-18,5.5,-110,5,-105,41.5,41,-105
"3494","Baltimore","Philadelphia",2016-12-18,-5.5,-110,-5,-105,41.5,41,-105
"3495","Cleveland","Buffalo",2016-12-18,9.5,-110,10.5,-107,43.5,43.5,-101
"3496","Buffalo","Cleveland",2016-12-18,-9.5,-110,-10.5,-103,43.5,43.5,-109
"3497","Detroit","N.Y. Giants",2016-12-18,4,-110,4,-105,43.5,42.5,-100
"3498","N.Y. Giants","Detroit",2016-12-18,-4,-110,-4,-105,43.5,42.5,-110
"3499","Tennessee","Kansas City",2016-12-18,6,-113,6,-108,43,43,-103
"3500","Kansas City","Tennessee",2016-12-18,-6,-107,-6,-102,43,43,-107
"3501","Green Bay","Chicago",2016-12-18,-5,-110,-4.5,-115,44,40,-125
"3502","Chicago","Green Bay",2016-12-18,5,-110,4.5,104,44,40,113
"3503","Indianapolis","Minnesota",2016-12-18,3.5,-110,5,-102,44,44.5,-110
"3504","Minnesota","Indianapolis",2016-12-18,-3.5,-110,-5,-108,44,44.5,-100
"3505","Jacksonville","Houston",2016-12-18,5.5,-110,3.5,-102,40.5,39.5,-102
"3506","Houston","Jacksonville",2016-12-18,-5.5,-110,-3.5,-108,40.5,39.5,-108
"3507","Pittsburgh","Cincinnati",2016-12-18,-3,-105,-3,-100,44.5,45.5,-117
"3508","Cincinnati","Pittsburgh",2016-12-18,3,-115,3,-110,44.5,45.5,106
"3509","New Orleans","Arizona",2016-12-18,2.5,-110,3,-105,50,48.5,-110
"3510","Arizona","New Orleans",2016-12-18,-2.5,-110,-3,-105,50,48.5,-100
"3511","San Francisco","Atlanta",2016-12-18,NA,-110,13.5,-100,52,51.5,-110
"3512","Atlanta","San Francisco",2016-12-18,NA,-110,-13.5,-110,52,51.5,-100
"3513","New England","Denver",2016-12-18,-3,-120,-3,102,44,43.5,-105
"3514","Denver","New England",2016-12-18,3,100,3,-113,44,43.5,-105
"3515","Oakland","San Diego",2016-12-18,-2.5,-125,-2.5,-104,51,49.5,-109
"3516","San Diego","Oakland",2016-12-18,2.5,105,2.5,-106,51,49.5,-101
"3517","Tampa Bay","Dallas",2016-12-18,7,-105,7,-113,46,47.5,-116
"3518","Dallas","Tampa Bay",2016-12-18,-7,-115,-7,102,46,47.5,105
"3519","Carolina","Washington",2016-12-19,4,-110,7,-109,51,50.5,-108
"3520","Washington","Carolina",2016-12-19,-4,-110,-7,-101,51,50.5,-102
"3521","N.Y. Giants","Philadelphia",2016-12-22,-3,-110,2,-106,42,42.5,-100
"3522","Philadelphia","N.Y. Giants",2016-12-22,3,-110,-2,-104,42,42.5,-110
"3523","Washington","Chicago",2016-12-24,-4,-110,-3,-102,45.5,49,-110
"3524","Chicago","Washington",2016-12-24,4,-110,3,-108,45.5,49,-100
"3525","N.Y. Jets","New England",2016-12-24,14.5,-110,17,-105,43.5,45,-100
"3526","New England","N.Y. Jets",2016-12-24,-14.5,-110,-17,-105,43.5,45,-110
"3527","San Diego","Cleveland",2016-12-24,-6.5,-110,-4.5,-103,44,45,-110
"3528","Cleveland","San Diego",2016-12-24,6.5,-110,4.5,-107,44,45,-100
"3529","Miami","Buffalo",2016-12-24,3.5,-110,4.5,-102,43,44.5,-103
"3530","Buffalo","Miami",2016-12-24,-3.5,-110,-4.5,-108,43,44.5,-107
"3531","Tennessee","Jacksonville",2016-12-24,-4,-110,-4,-105,43.5,44,-105
"3532","Jacksonville","Tennessee",2016-12-24,4,-110,4,-105,43.5,44,-105
"3533","Minnesota","Green Bay",2016-12-24,7,-120,6,-105,43.5,44.5,-105
"3534","Green Bay","Minnesota",2016-12-24,-7,100,-6,-105,43.5,44.5,-105
"3535","Atlanta","Carolina",2016-12-24,-1.5,-110,-3,-103,52,48.5,-115
"3536","Carolina","Atlanta",2016-12-24,1.5,-110,3,-107,52,48.5,104
"3537","Indianapolis","Oakland",2016-12-24,3.5,-115,3.5,-108,53,52,-105
"3538","Oakland","Indianapolis",2016-12-24,-3.5,-105,-3.5,-102,53,52,-105
"3539","Tampa Bay","New Orleans",2016-12-24,3.5,-110,3,106,52.5,53,-107
"3540","New Orleans","Tampa Bay",2016-12-24,-3.5,-110,-3,-117,52.5,53,-103
"3541","Arizona","Seattle",2016-12-24,7,-105,9,-113,44,43.5,-105
"3542","Seattle","Arizona",2016-12-24,-7,-115,-9,102,44,43.5,-105
"3543","San Francisco","Los Angeles",2016-12-24,3,-105,6,102,41,39.5,-105
"3544","Los Angeles","San Francisco",2016-12-24,-3,-115,-6,-113,41,39.5,-105
"3545","Cincinnati","Houston",2016-12-24,3.5,-110,3,-110,44,41.5,104
"3546","Houston","Cincinnati",2016-12-24,-3.5,-110,-3,-100,44,41.5,-115
"3547","Baltimore","Pittsburgh",2016-12-25,4,-110,5.5,-103,44.5,46.5,-105
"3548","Pittsburgh","Baltimore",2016-12-25,-4,-110,-5.5,-107,44.5,46.5,-105
"3549","Denver","Kansas City",2016-12-25,3.5,-110,3.5,-102,38,38.5,-105
"3550","Kansas City","Denver",2016-12-25,-3.5,-110,-3.5,-108,38,38.5,-105
"3551","Detroit","Dallas",2016-12-26,7,-115,6.5,103,41.5,47,-103
"3552","Dallas","Detroit",2016-12-26,-7,-105,-6.5,-114,41.5,47,-107
"3553","New England","Miami",2017-01-01,-6,-110,-7.5,-113,44.5,47,102
"3554","Miami","New England",2017-01-01,6,-110,7.5,102,44.5,47,-113
"3555","Cleveland","Pittsburgh",2017-01-01,11,-110,3.5,-100,44.5,41.5,-111
"3556","Pittsburgh","Cleveland",2017-01-01,-11,-110,-3.5,-110,44.5,41.5,101
"3557","Carolina","Tampa Bay",2017-01-01,3.5,-110,3.5,-100,47.5,44.5,-110
"3558","Tampa Bay","Carolina",2017-01-01,-3.5,-110,-3.5,-110,47.5,44.5,100
"3559","Dallas","Philadelphia",2017-01-01,1.5,-110,6.5,-114,45,44,104
"3560","Philadelphia","Dallas",2017-01-01,-1.5,-110,-6.5,103,45,44,-115
"3561","Houston","Tennessee",2017-01-01,3,-110,3,103,41,41.5,-100
"3562","Tennessee","Houston",2017-01-01,-3,-110,-3,-114,41,41.5,-110
"3563","Buffalo","N.Y. Jets",2017-01-01,-5,-110,-3.5,-108,45,43,-106
"3564","N.Y. Jets","Buffalo",2017-01-01,5,-110,3.5,-102,45,43,-104
"3565","Chicago","Minnesota",2017-01-01,6.5,-110,6,103,40,44,-106
"3566","Minnesota","Chicago",2017-01-01,-6.5,-110,-6,-114,40,44,-104
"3567","Baltimore","Cincinnati",2017-01-01,2.5,-110,-2.5,-113,41,40.5,-108
"3568","Cincinnati","Baltimore",2017-01-01,-2.5,-110,2.5,102,41,40.5,-102
"3569","Jacksonville","Indianapolis",2017-01-01,7,-110,5.5,-103,48.5,48.5,-113
"3570","Indianapolis","Jacksonville",2017-01-01,-7,-110,-5.5,-107,48.5,48.5,102
"3571","New Orleans","Atlanta",2017-01-01,6.5,-110,7.5,-107,56,58.5,-107
"3572","Atlanta","New Orleans",2017-01-01,-6.5,-110,-7.5,-103,56,58.5,-103
"3573","N.Y. Giants","Washington",2017-01-01,7,-115,10,-100,44,47.5,104
"3574","Washington","N.Y. Giants",2017-01-01,-7,-105,-10,-110,44,47.5,-115
"3575","Seattle","San Francisco",2017-01-01,-9,-110,-11.5,102,44.5,44.5,-123
"3576","San Francisco","Seattle",2017-01-01,9,-110,11.5,-113,44.5,44.5,111
"3577","Kansas City","San Diego",2017-01-01,-4.5,-110,-5.5,-107,45,45,-108
"3578","San Diego","Kansas City",2017-01-01,4.5,-110,5.5,-103,45,45,-102
"3579","Arizona","Los Angeles",2017-01-01,-7,-110,-7,102,41.5,39,-110
"3580","Los Angeles","Arizona",2017-01-01,7,-110,7,-113,41.5,39,-100
"3581","Oakland","Denver",2017-01-01,3.5,-115,1,103,40.5,40,-107
"3582","Denver","Oakland",2017-01-01,-3.5,-105,-1,-114,40.5,40,-103
"3583","Green Bay","Detroit",2017-01-01,-3,-120,-3.5,-108,48,50,-113
"3584","Detroit","Green Bay",2017-01-01,3,100,3.5,-102,48,50,102
"3585","Kansas City","New England",2017-09-07,7,-110,8,103,50,47.5,-102
"3586","New England","Kansas City",2017-09-07,-7,-110,-8,-114,50,47.5,-108
"3587","Oakland","Tennessee",2017-09-10,1,-110,2.5,102,53,49.5,-111
"3588","Tennessee","Oakland",2017-09-10,-1,-110,-2.5,-113,53,49.5,101
"3589","Arizona","Detroit",2017-09-10,3,-110,-2.5,106,49,48.5,-110
"3590","Detroit","Arizona",2017-09-10,-3,-110,2.5,-117,49,48.5,-100
"3591","Atlanta","Chicago",2017-09-10,-6,-110,-6.5,-107,51,48,-103
"3592","Chicago","Atlanta",2017-09-10,6,-110,6.5,-103,51,48,-107
"3593","Pittsburgh","Cleveland",2017-09-10,-8.5,-110,-10,-102,47,47,-110
"3594","Cleveland","Pittsburgh",2017-09-10,8.5,-110,10,-108,47,47,-100
"3595","Jacksonville","Houston",2017-09-10,4,-110,5.5,-105,42.5,38,-102
"3596","Houston","Jacksonville",2017-09-10,-4,-110,-5.5,-105,42.5,38,-108
"3597","N.Y. Jets","Buffalo",2017-09-10,5,-110,7,111,41.5,42,-106
"3598","Buffalo","N.Y. Jets",2017-09-10,-5,-110,-7,-123,41.5,42,-104
"3599","Baltimore","Cincinnati",2017-09-10,3,-120,2.5,103,42.5,41.5,-106
"3600","Cincinnati","Baltimore",2017-09-10,-3,100,-2.5,-114,42.5,41.5,-104
"3601","Philadelphia","Washington",2017-09-10,2.5,-110,-2,-105,47,49.5,-100
"3602","Washington","Philadelphia",2017-09-10,-2.5,-110,2,-105,47,49.5,-110
"3603","Indianapolis","L.A. Rams",2017-09-10,-3,-110,3.5,-102,47.5,41.5,-102
"3604","L.A. Rams","Indianapolis",2017-09-10,3,-110,-3.5,-108,47.5,41.5,-108
"3605","Seattle","Green Bay",2017-09-10,3,-110,2.5,-100,50,49.5,-105
"3606","Green Bay","Seattle",2017-09-10,-3,-110,-2.5,-110,50,49.5,-105
"3607","Carolina","San Francisco",2017-09-10,-4,-110,-4.5,-107,48.5,45.5,103
"3608","San Francisco","Carolina",2017-09-10,4,-110,4.5,-103,48.5,45.5,-114
"3609","N.Y. Giants","Dallas",2017-09-10,5.5,-110,6,-105,51,46.5,103
"3610","Dallas","N.Y. Giants",2017-09-10,-5.5,-110,-6,-105,51,46.5,-114
"3611","Tampa Bay","Miami",2017-09-10,2.5,-110,-2.5,-112,47.5,41,-104
"3612","Miami","Tampa Bay",2017-09-10,-2.5,-110,2.5,102,47.5,41,-106
"3613","New Orleans","Minnesota",2017-09-11,3.5,-110,3,105,48.5,47.5,-100
"3614","Minnesota","New Orleans",2017-09-11,-3.5,-110,-3,-116,48.5,47.5,-110
"3615","L.A. Chargers","Denver",2017-09-11,4,-110,3,-115,44,41.5,102
"3616","Denver","L.A. Chargers",2017-09-11,-4,-110,-3,104,44,41.5,-113
"3617","Houston","Cincinnati",2017-09-14,3,105,5.5,-105,38,38,-110
"3618","Cincinnati","Houston",2017-09-14,-3,-125,-5.5,-105,38,38,-100
"3619","Philadelphia","Kansas City",2017-09-17,4,-110,4,-105,47.5,46.5,-108
"3620","Kansas City","Philadelphia",2017-09-17,-4,-110,-4,-105,47.5,46.5,-102
"3621","Arizona","Indianapolis",2017-09-17,-7.5,-115,-7,106,44,44,111
"3622","Indianapolis","Arizona",2017-09-17,7.5,-105,7,-117,44,44,-122
"3623","Minnesota","Pittsburgh",2017-09-17,4.5,-105,8.5,-104,45.5,43,-117
"3624","Pittsburgh","Minnesota",2017-09-17,-4.5,-115,-8.5,-106,45.5,43,106
"3625","Cleveland","Baltimore",2017-09-17,9.5,-110,7.5,-115,41,39.5,-100
"3626","Baltimore","Cleveland",2017-09-17,-9.5,-110,-7.5,104,41,39.5,-110
"3627","New England","New Orleans",2017-09-17,-4,-110,-5.5,103,54,55,102
"3628","New Orleans","New England",2017-09-17,4,-110,5.5,-114,54,55,-113
"3629","Chicago","Tampa Bay",2017-09-17,5.5,-110,7,-100,43,44,-110
"3630","Tampa Bay","Chicago",2017-09-17,-5.5,-110,-7,-110,43,44,-100
"3631","Buffalo","Carolina",2017-09-17,4.5,-110,6.5,-104,42.5,43,-107
"3632","Carolina","Buffalo",2017-09-17,-4.5,-110,-6.5,-106,42.5,43,-103
"3633","Tennessee","Jacksonville",2017-09-17,-1.5,-110,-1,-106,44,42,105
"3634","Jacksonville","Tennessee",2017-09-17,1.5,-110,1,-104,44,42,-116
"3635","N.Y. Jets","Oakland",2017-09-17,9,-110,14,-100,43.5,44,-110
"3636","Oakland","N.Y. Jets",2017-09-17,-9,-110,-14,-110,43.5,44,-100
"3637","Miami","L.A. Chargers",2017-09-17,2.5,-105,3.5,-105,45,46.5,-110
"3638","L.A. Chargers","Miami",2017-09-17,-2.5,-115,-3.5,-105,45,46.5,-100
"3639","San Francisco","Seattle",2017-09-17,13,-110,13.5,-110,43,42,106
"3640","Seattle","San Francisco",2017-09-17,-13,-110,-13.5,-100,43,42,-117
"3641","Washington","L.A. Rams",2017-09-17,-1.5,-110,3,-106,46,45.5,-105
"3642","L.A. Rams","Washington",2017-09-17,1.5,-110,-3,-104,46,45.5,-105
"3643","Dallas","Denver",2017-09-17,-1.5,-110,-2.5,-100,43,44,102
"3644","Denver","Dallas",2017-09-17,1.5,-110,2.5,-110,43,44,-112
"3645","Green Bay","Atlanta",2017-09-17,1,-110,3.5,-110,54,55,102
"3646","Atlanta","Green Bay",2017-09-17,-1,-110,-3.5,-100,54,55,-113
"3647","Detroit","N.Y. Giants",2017-09-18,5,-110,3,107,43.5,42,-106
"3648","N.Y. Giants","Detroit",2017-09-18,-5,-110,-3,-118,43.5,42,-104
"3649","L.A. Rams","San Francisco",2017-09-21,-2.5,-105,-3,106,42,40.5,-109
"3650","San Francisco","L.A. Rams",2017-09-21,2.5,-115,3,-117,42,40.5,-101
"3651","Baltimore","Jacksonville",2017-09-24,-2.5,-110,-3,-110,40.5,38,-110
"3652","Jacksonville","Baltimore",2017-09-24,2.5,-110,3,-100,40.5,38,-100
"3653","New Orleans","Carolina",2017-09-24,5.5,-110,5.5,-100,49,46.5,-107
"3654","Carolina","New Orleans",2017-09-24,-5.5,-110,-5.5,-110,49,46.5,-103
"3655","Tampa Bay","Minnesota",2017-09-24,1.5,-110,NA,-110,41,41,100
"3656","Minnesota","Tampa Bay",2017-09-24,-1.5,-110,0,-110,41,41,-110
"3657","Denver","Buffalo",2017-09-24,-1,-110,-3.5,-102,41,40,104
"3658","Buffalo","Denver",2017-09-24,1,-110,3.5,-108,41,40,-115
"3659","Pittsburgh","Chicago",2017-09-24,-7.5,-110,-7,106,46,43.5,-105
"3660","Chicago","Pittsburgh",2017-09-24,7.5,-110,7,-117,46,43.5,-105
"3661","Miami","N.Y. Jets",2017-09-24,-3.5,-110,-5.5,-103,41,43,-102
"3662","N.Y. Jets","Miami",2017-09-24,3.5,-110,5.5,-107,41,43,-108
"3663","N.Y. Giants","Philadelphia",2017-09-24,5,-107,5,-104,43,42,-107
"3664","Philadelphia","N.Y. Giants",2017-09-24,-5,-113,-5,-106,43,42,-103
"3665","Atlanta","Detroit",2017-09-24,-3,100,-3,-116,49,51,-105
"3666","Detroit","Atlanta",2017-09-24,3,-120,3,105,49,51,-105
"3667","Houston","New England",2017-09-24,11,-110,13.5,-110,44,44.5,103
"3668","New England","Houston",2017-09-24,-11,-110,-13.5,100,44,44.5,-114
"3669","Cleveland","Indianapolis",2017-09-24,0,-110,1,-100,41,42,-103
"3670","Indianapolis","Cleveland",2017-09-24,0,-110,-1,-110,41,42,-107
"3671","Seattle","Tennessee",2017-09-24,-2.5,-110,2,105,44,42,-106
"3672","Tennessee","Seattle",2017-09-24,2.5,-110,-2,-116,44,42,-104
"3673","Kansas City","L.A. Chargers",2017-09-24,-4.5,-110,-3,107,45.5,47.5,-104
"3674","L.A. Chargers","Kansas City",2017-09-24,4.5,-110,3,-118,45.5,47.5,-106
"3675","Cincinnati","Green Bay",2017-09-24,7.5,-110,7,-104,45.5,47.5,-111
"3676","Green Bay","Cincinnati",2017-09-24,-7.5,-110,-7,-106,45.5,47.5,101
"3677","Oakland","Washington",2017-09-24,-2.5,-110,-3.5,-103,53.5,53,-100
"3678","Washington","Oakland",2017-09-24,2.5,-110,3.5,-107,53.5,53,-110
"3679","Dallas","Arizona",2017-09-25,-3.5,-110,-3,104,47.5,46.5,-100
"3680","Arizona","Dallas",2017-09-25,3.5,-110,3,-115,47.5,46.5,-110
"3681","Chicago","Green Bay",2017-09-28,7,-110,7.5,-120,45.5,44,-108
"3682","Green Bay","Chicago",2017-09-28,-7,-110,-7.5,109,45.5,44,-102
"3683","New Orleans","Miami",2017-10-01,NA,-110,-4,-106,50,51.5,-110
"3684","Miami","New Orleans",2017-10-01,NA,-110,4,-104,50,51.5,100
"3685","Pittsburgh","Baltimore",2017-10-01,-1.5,-110,-3.5,100,45,42,-105
"3686","Baltimore","Pittsburgh",2017-10-01,1.5,-110,3.5,-110,45,42,-105
"3687","Carolina","New England",2017-10-01,8,-110,9,-110,47.5,48,-110
"3688","New England","Carolina",2017-10-01,-8,-110,-9,-100,47.5,48,-100
"3689","Tennessee","Houston",2017-10-01,-1.5,-110,-2.5,-113,43.5,43,-103
"3690","Houston","Tennessee",2017-10-01,1.5,-110,2.5,102,43.5,43,-107
"3691","Detroit","Minnesota",2017-10-01,1,-110,2.5,115,43.5,43,-110
"3692","Minnesota","Detroit",2017-10-01,-1,-110,-2.5,-127,43.5,43,-100
"3693","Buffalo","Atlanta",2017-10-01,7.5,-110,8,-105,49,48,-110
"3694","Atlanta","Buffalo",2017-10-01,-7.5,-110,-8,-105,49,48,-100
"3695","L.A. Rams","Dallas",2017-10-01,8.5,-110,5,-105,46.5,51,-105
"3696","Dallas","L.A. Rams",2017-10-01,-8.5,-110,-5,-105,46.5,51,-105
"3697","Cincinnati","Cleveland",2017-10-01,-2.5,-110,-3,-115,40,41.5,-107
"3698","Cleveland","Cincinnati",2017-10-01,2.5,-110,3,104,40,41.5,-103
"3699","Jacksonville","N.Y. Jets",2017-10-01,-3.5,-110,-4,-100,39.5,38.5,-107
"3700","N.Y. Jets","Jacksonville",2017-10-01,3.5,-110,4,-110,39.5,38.5,-103
"3701","N.Y. Giants","Tampa Bay",2017-10-01,4,-105,2.5,-103,44,46,-108
"3702","Tampa Bay","N.Y. Giants",2017-10-01,-4,-115,-2.5,-107,44,46,-102
"3703","Philadelphia","L.A. Chargers",2017-10-01,1,-110,1.5,-105,46.5,48,-101
"3704","L.A. Chargers","Philadelphia",2017-10-01,-1,-110,-1.5,-105,46.5,48,-109
"3705","San Francisco","Arizona",2017-10-01,6,-110,6.5,-104,44.5,43,-109
"3706","Arizona","San Francisco",2017-10-01,-6,-110,-6.5,-106,44.5,43,-101
"3707","Oakland","Denver",2017-10-01,NA,-110,3.5,-102,46.5,44,102
"3708","Denver","Oakland",2017-10-01,NA,-110,-3.5,-108,46.5,44,-113
"3709","Indianapolis","Seattle",2017-10-01,11.5,-105,12.5,-110,41.5,41.5,-109
"3710","Seattle","Indianapolis",2017-10-01,-11.5,-115,-12.5,-100,41.5,41.5,-101
"3711","Washington","Kansas City",2017-10-02,7,-105,6.5,-110,49.5,48,104
"3712","Kansas City","Washington",2017-10-02,-7,-115,-6.5,-100,49.5,48,-115
"3713","New England","Tampa Bay",2017-10-05,-5,-110,-3.5,-100,53.5,54.5,-103
"3714","Tampa Bay","New England",2017-10-05,5,-110,3.5,-110,53.5,54.5,-107
"3715","Arizona","Philadelphia",2017-10-08,6,-115,6,100,45,45,104
"3716","Philadelphia","Arizona",2017-10-08,-6,-105,-6,-110,45,45,-115
"3717","Carolina","Detroit",2017-10-08,2.5,-110,2,-105,43.5,42,-102
"3718","Detroit","Carolina",2017-10-08,-2.5,-110,-2,-105,43.5,42,-108
"3719","San Francisco","Indianapolis",2017-10-08,0,-110,-1,102,43,43.5,-103
"3720","Indianapolis","San Francisco",2017-10-08,0,-110,1,-113,43,43.5,-107
"3721","Jacksonville","Pittsburgh",2017-10-08,9,-110,7.5,-123,44.5,41,-118
"3722","Pittsburgh","Jacksonville",2017-10-08,-9,-110,-7.5,111,44.5,41,107
"3723","Buffalo","Cincinnati",2017-10-08,1.5,-110,3,-108,38.5,39,-110
"3724","Cincinnati","Buffalo",2017-10-08,-1.5,-110,-3,-102,38.5,39,-100
"3725","N.Y. Jets","Cleveland",2017-10-08,0,-110,-1.5,-107,39,41.5,-105
"3726","Cleveland","N.Y. Jets",2017-10-08,0,-110,1.5,-103,39,41.5,-105
